62	72	0.00735813002246225
72	58	0.09946363144079592
72	100	0.014264497765126033
100	31	0.08054502277668499
100	32	0.06481163940366494
62	65	0.007536245066256416
65	66	0.0033672122262207588
66	12	0.09776246185097369
66	67	0.005365203816348418
67	68	0.003872104266557307
68	71	0.003891117365125104
71	36	0.10418571379752689
71	103	0.02485197126303839
103	37	0.045963216208421434
103	106	0.011237322149586598
106	34	0.041981643487363586
106	46	0.038772057723941954
68	80	0.01170759562276185
80	81	0.003386822099463433
81	24	0.08674605563383248
81	98	0.016551387165629185
98	55	0.04315702184351243
98	101	0.006977567658506448
101	14	0.06021040124495286
101	44	0.04678825286002691
80	99	0.010787134831895947
99	22	0.08932990808953742
99	112	0.03129593309485016
112	35	0.0486748871823292
112	116	0.013572757501385486
116	30	0.03437232350422127
116	60	0.026192952404257883
67	78	0.012047371879293544
78	79	0.0038877512400511552
79	84	0.01164832499523911
84	39	0.12042886003057524
84	89	0.014160641988267275
89	26	0.08221338144106906
89	49	0.07592928343107096
79	85	0.010689063547829494
85	56	0.07812361034805756
85	86	0.0037509033422183508
86	88	0.005613486288694484
88	95	0.01328472572715718
95	21	0.051519373837186286
95	111	0.02544899762983929
111	28	0.03803793741588156
111	113	0.010918993943472415
113	23	0.021978368619939924
113	114	0.0005653729682162188
114	25	0.022691345641077734
114	29	0.02037729500495182
88	96	0.014705684770823976
96	20	0.08460572486060375
96	54	0.050656724668332986
86	90	0.010072631014468375
90	11	0.07220607132083352
90	92	0.00572966219195245
92	4	0.07086037221052403
92	93	0.0013553074664611892
93	94	0.004151869269431341
94	52	0.060540104102940584
94	118	0.04544912873689794
118	16	0.047646454629170484
118	33	0.033780194092229224
93	97	0.004848803678078717
97	7	0.07728323145655754
97	8	0.0727840632944519
78	83	0.012072531384759555
83	91	0.013850279424964418
91	102	0.004232690878757293
102	104	0.0046197179775465304
104	13	0.08027246549187762
104	51	0.0825808319509218
102	105	0.006568034377769783
105	110	0.017747317768873137
110	50	0.08249057530145307
110	117	0.025517500068668066
117	9	0.08126592241876557
117	59	0.07620379494328017
105	115	0.030284310764101284
115	10	0.06140957579382884
115	57	0.05433739594237579
91	107	0.02574501773497083
107	5	0.08910931373983264
107	109	0.005103337673357161
109	27	0.06864677966576936
109	40	0.09420651777703005
83	119	0.18858074345525097
119	3	0.1322486889126097
119	120	0.021519817143917888
120	1	0.1155872892761822
120	2	0.1246549718274517
65	76	0.012078645893574415
76	77	0.0023891662898861722
77	41	0.06484544838742322
77	82	0.007496408947704605
82	45	0.07042584709270655
82	87	0.007636064078222156
87	15	0.07263424979293918
87	48	0.10367799785174449
76	108	0.038576513387099054
108	17	0.035253679734257304
108	18	0.0313681237650697
62	63	0.0009590806101084058
63	64	0.0037682791256808228
64	69	0.011493879671640176
69	6	0.0689282834449655
69	70	0.002404152625021014
70	19	0.09131794024319578
70	42	0.09576146756299536
64	74	0.013825770395654597
74	43	0.07019516893247232
74	75	0.0028196359127497864
75	53	0.0954736769371275
75	61	0.05728540785425873
63	73	0.009648611856822517
73	38	0.05966478144978132
73	47	0.06483050791764805
